Location,Crop ID,Date,dt,weather_id,weather_main,weather_description,weather_icon,temp,feels_like,pressure,humidity,temp_min,temp_max,wind_speed,wind_deg,clouds_all,Plant height (cm),Grain yield (kg/ha),Flowering time (days to 50% flowering)
Hyderabad,81,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,81,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,81,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,81,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,81,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,81,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,81,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,428.00,644.00,662.00
Hyderabad,19,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,19,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,19,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,19,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,19,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,19,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,19,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,19,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,326.00,491.00,509.00
Hyderabad,59,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,59,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,59,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,59,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,59,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,59,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,59,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,59,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,378.00,569.00,587.00
Hyderabad,92,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,92,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,92,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,92,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,92,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,92,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,92,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,92,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,338.00,509.00,527.00
Hyderabad,75,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,75,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,75,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,75,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,75,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,75,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,75,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,75,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,324.00,488.00,506.00
Hyderabad,27,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,27,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,27,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,27,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,27,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,27,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,27,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,27,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,450.00,677.00,695.00
Hyderabad,98,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,98,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,98,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,98,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,98,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,98,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,98,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,98,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,390.00,587.00,605.00
Ratlam,12,2024-10-07,1728342000,802,Clouds,scattered clouds,03n,297.89,298.82,1010,92,297.89,297.89,1.37,34,27,,,
Ratlam,12,2024-10-08,1728428400,803,Clouds,broken clouds,04n,298.07,298.94,1009,89,298.07,298.07,1.95,26,74,,,
Ratlam,12,2024-10-09,1728514800,804,Clouds,overcast clouds,04n,298.39,299.32,1008,90,298.39,298.39,2.33,53,86,,,
Ratlam,12,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,297.73,298.78,1008,97,297.73,297.73,1.85,42,100,,,
Ratlam,12,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.95,297.97,1009,99,296.95,296.95,1.57,25,39,,,
Ratlam,12,2024-10-12,1728774000,802,Clouds,scattered clouds,03n,296.75,297.75,1009,99,296.75,296.75,1.39,13,33,,,
Ratlam,12,2024-10-13,1728860400,500,Rain,light rain,10n,297.85,298.78,1008,92,297.85,297.85,2.06,21,100,,,
Ratlam,12,2024-10-14,1728864000,500,Rain,light rain,10n,297.44,298.41,1010,95,297.44,297.44,2.04,32,91,1294.00,572.00,632.00
Ratlam,38,2024-10-07,1728342000,802,Clouds,scattered clouds,03n,297.89,298.82,1010,92,297.89,297.89,1.37,34,27,,,
Ratlam,38,2024-10-08,1728428400,803,Clouds,broken clouds,04n,298.07,298.94,1009,89,298.07,298.07,1.95,26,74,,,
Ratlam,38,2024-10-09,1728514800,804,Clouds,overcast clouds,04n,298.39,299.32,1008,90,298.39,298.39,2.33,53,86,,,
Ratlam,38,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,297.73,298.78,1008,97,297.73,297.73,1.85,42,100,,,
Ratlam,38,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.95,297.97,1009,99,296.95,296.95,1.57,25,39,,,
Ratlam,38,2024-10-12,1728774000,802,Clouds,scattered clouds,03n,296.75,297.75,1009,99,296.75,296.75,1.39,13,33,,,
Ratlam,38,2024-10-13,1728860400,500,Rain,light rain,10n,297.85,298.78,1008,92,297.85,297.85,2.06,21,100,,,
Ratlam,38,2024-10-14,1728864000,500,Rain,light rain,10n,297.44,298.41,1010,95,297.44,297.44,2.04,32,91,1306.00,578.00,638.00
Ratlam,26,2024-10-07,1728342000,802,Clouds,scattered clouds,03n,297.89,298.82,1010,92,297.89,297.89,1.37,34,27,,,
Ratlam,26,2024-10-08,1728428400,803,Clouds,broken clouds,04n,298.07,298.94,1009,89,298.07,298.07,1.95,26,74,,,
Ratlam,26,2024-10-09,1728514800,804,Clouds,overcast clouds,04n,298.39,299.32,1008,90,298.39,298.39,2.33,53,86,,,
Ratlam,26,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,297.73,298.78,1008,97,297.73,297.73,1.85,42,100,,,
Ratlam,26,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.95,297.97,1009,99,296.95,296.95,1.57,25,39,,,
Ratlam,26,2024-10-12,1728774000,802,Clouds,scattered clouds,03n,296.75,297.75,1009,99,296.75,296.75,1.39,13,33,,,
Ratlam,26,2024-10-13,1728860400,500,Rain,light rain,10n,297.85,298.78,1008,92,297.85,297.85,2.06,21,100,,,
Ratlam,26,2024-10-14,1728864000,500,Rain,light rain,10n,297.44,298.41,1010,95,297.44,297.44,2.04,32,91,1228.00,539.00,599.00
Ratlam,90,2024-10-07,1728342000,802,Clouds,scattered clouds,03n,297.89,298.82,1010,92,297.89,297.89,1.37,34,27,,,
Ratlam,90,2024-10-08,1728428400,803,Clouds,broken clouds,04n,298.07,298.94,1009,89,298.07,298.07,1.95,26,74,,,
Ratlam,90,2024-10-09,1728514800,804,Clouds,overcast clouds,04n,298.39,299.32,1008,90,298.39,298.39,2.33,53,86,,,
Ratlam,90,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,297.73,298.78,1008,97,297.73,297.73,1.85,42,100,,,
Ratlam,90,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.95,297.97,1009,99,296.95,296.95,1.57,25,39,,,
Ratlam,90,2024-10-12,1728774000,802,Clouds,scattered clouds,03n,296.75,297.75,1009,99,296.75,296.75,1.39,13,33,,,
Ratlam,90,2024-10-13,1728860400,500,Rain,light rain,10n,297.85,298.78,1008,92,297.85,297.85,2.06,21,100,,,
Ratlam,90,2024-10-14,1728864000,500,Rain,light rain,10n,297.44,298.41,1010,95,297.44,297.44,2.04,32,91,826.00,338.00,398.00
Ratlam,33,2024-10-07,1728342000,802,Clouds,scattered clouds,03n,297.89,298.82,1010,92,297.89,297.89,1.37,34,27,,,
Ratlam,33,2024-10-08,1728428400,803,Clouds,broken clouds,04n,298.07,298.94,1009,89,298.07,298.07,1.95,26,74,,,
Ratlam,33,2024-10-09,1728514800,804,Clouds,overcast clouds,04n,298.39,299.32,1008,90,298.39,298.39,2.33,53,86,,,
Ratlam,33,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,297.73,298.78,1008,97,297.73,297.73,1.85,42,100,,,
Ratlam,33,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.95,297.97,1009,99,296.95,296.95,1.57,25,39,,,
Ratlam,33,2024-10-12,1728774000,802,Clouds,scattered clouds,03n,296.75,297.75,1009,99,296.75,296.75,1.39,13,33,,,
Ratlam,33,2024-10-13,1728860400,500,Rain,light rain,10n,297.85,298.78,1008,92,297.85,297.85,2.06,21,100,,,
Ratlam,33,2024-10-14,1728864000,500,Rain,light rain,10n,297.44,298.41,1010,95,297.44,297.44,2.04,32,91,1360.00,605.00,665.00
Ratlam,52,2024-10-07,1728342000,802,Clouds,scattered clouds,03n,297.89,298.82,1010,92,297.89,297.89,1.37,34,27,,,
Ratlam,52,2024-10-08,1728428400,803,Clouds,broken clouds,04n,298.07,298.94,1009,89,298.07,298.07,1.95,26,74,,,
Ratlam,52,2024-10-09,1728514800,804,Clouds,overcast clouds,04n,298.39,299.32,1008,90,298.39,298.39,2.33,53,86,,,
Ratlam,52,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,297.73,298.78,1008,97,297.73,297.73,1.85,42,100,,,
Ratlam,52,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.95,297.97,1009,99,296.95,296.95,1.57,25,39,,,
Ratlam,52,2024-10-12,1728774000,802,Clouds,scattered clouds,03n,296.75,297.75,1009,99,296.75,296.75,1.39,13,33,,,
Ratlam,52,2024-10-13,1728860400,500,Rain,light rain,10n,297.85,298.78,1008,92,297.85,297.85,2.06,21,100,,,
Ratlam,52,2024-10-14,1728864000,500,Rain,light rain,10n,297.44,298.41,1010,95,297.44,297.44,2.04,32,91,988.00,419.00,479.00
Ratlam,76,2024-10-07,1728342000,802,Clouds,scattered clouds,03n,297.89,298.82,1010,92,297.89,297.89,1.37,34,27,,,
Ratlam,76,2024-10-08,1728428400,803,Clouds,broken clouds,04n,298.07,298.94,1009,89,298.07,298.07,1.95,26,74,,,
Ratlam,76,2024-10-09,1728514800,804,Clouds,overcast clouds,04n,298.39,299.32,1008,90,298.39,298.39,2.33,53,86,,,
Ratlam,76,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,297.73,298.78,1008,97,297.73,297.73,1.85,42,100,,,
Ratlam,76,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.95,297.97,1009,99,296.95,296.95,1.57,25,39,,,
Ratlam,76,2024-10-12,1728774000,802,Clouds,scattered clouds,03n,296.75,297.75,1009,99,296.75,296.75,1.39,13,33,,,
Ratlam,76,2024-10-13,1728860400,500,Rain,light rain,10n,297.85,298.78,1008,92,297.85,297.85,2.06,21,100,,,
Ratlam,76,2024-10-14,1728864000,500,Rain,light rain,10n,297.44,298.41,1010,95,297.44,297.44,2.04,32,91,874.00,362.00,422.00
Ratlam,2,2024-10-07,1728342000,802,Clouds,scattered clouds,03n,297.89,298.82,1010,92,297.89,297.89,1.37,34,27,,,
Ratlam,2,2024-10-08,1728428400,803,Clouds,broken clouds,04n,298.07,298.94,1009,89,298.07,298.07,1.95,26,74,,,
Ratlam,2,2024-10-09,1728514800,804,Clouds,overcast clouds,04n,298.39,299.32,1008,90,298.39,298.39,2.33,53,86,,,
Ratlam,2,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,297.73,298.78,1008,97,297.73,297.73,1.85,42,100,,,
Ratlam,2,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.95,297.97,1009,99,296.95,296.95,1.57,25,39,,,
Ratlam,2,2024-10-12,1728774000,802,Clouds,scattered clouds,03n,296.75,297.75,1009,99,296.75,296.75,1.39,13,33,,,
Ratlam,2,2024-10-13,1728860400,500,Rain,light rain,10n,297.85,298.78,1008,92,297.85,297.85,2.06,21,100,,,
Ratlam,2,2024-10-14,1728864000,500,Rain,light rain,10n,297.44,298.41,1010,95,297.44,297.44,2.04,32,91,1366.00,608.00,668.00
Ratlam,37,2024-10-07,1728342000,802,Clouds,scattered clouds,03n,297.89,298.82,1010,92,297.89,297.89,1.37,34,27,,,
Ratlam,37,2024-10-08,1728428400,803,Clouds,broken clouds,04n,298.07,298.94,1009,89,298.07,298.07,1.95,26,74,,,
Ratlam,37,2024-10-09,1728514800,804,Clouds,overcast clouds,04n,298.39,299.32,1008,90,298.39,298.39,2.33,53,86,,,
Ratlam,37,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,297.73,298.78,1008,97,297.73,297.73,1.85,42,100,,,
Ratlam,37,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.95,297.97,1009,99,296.95,296.95,1.57,25,39,,,
Ratlam,37,2024-10-12,1728774000,802,Clouds,scattered clouds,03n,296.75,297.75,1009,99,296.75,296.75,1.39,13,33,,,
Ratlam,37,2024-10-13,1728860400,500,Rain,light rain,10n,297.85,298.78,1008,92,297.85,297.85,2.06,21,100,,,
Ratlam,37,2024-10-14,1728864000,500,Rain,light rain,10n,297.44,298.41,1010,95,297.44,297.44,2.04,32,91,1408.00,629.00,689.00
Ratlam,104,2024-10-07,1728342000,802,Clouds,scattered clouds,03n,297.89,298.82,1010,92,297.89,297.89,1.37,34,27,,,
Ratlam,104,2024-10-08,1728428400,803,Clouds,broken clouds,04n,298.07,298.94,1009,89,298.07,298.07,1.95,26,74,,,
Ratlam,104,2024-10-09,1728514800,804,Clouds,overcast clouds,04n,298.39,299.32,1008,90,298.39,298.39,2.33,53,86,,,
Ratlam,104,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,297.73,298.78,1008,97,297.73,297.73,1.85,42,100,,,
Ratlam,104,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.95,297.97,1009,99,296.95,296.95,1.57,25,39,,,
Ratlam,104,2024-10-12,1728774000,802,Clouds,scattered clouds,03n,296.75,297.75,1009,99,296.75,296.75,1.39,13,33,,,
Ratlam,104,2024-10-13,1728860400,500,Rain,light rain,10n,297.85,298.78,1008,92,297.85,297.85,2.06,21,100,,,
Ratlam,104,2024-10-14,1728864000,500,Rain,light rain,10n,297.44,298.41,1010,95,297.44,297.44,2.04,32,91,1090.00,470.00,530.00
Ratlam,80,2024-10-07,1728342000,802,Clouds,scattered clouds,03n,297.89,298.82,1010,92,297.89,297.89,1.37,34,27,,,
Ratlam,80,2024-10-08,1728428400,803,Clouds,broken clouds,04n,298.07,298.94,1009,89,298.07,298.07,1.95,26,74,,,
Ratlam,80,2024-10-09,1728514800,804,Clouds,overcast clouds,04n,298.39,299.32,1008,90,298.39,298.39,2.33,53,86,,,
Ratlam,80,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,297.73,298.78,1008,97,297.73,297.73,1.85,42,100,,,
Ratlam,80,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.95,297.97,1009,99,296.95,296.95,1.57,25,39,,,
Ratlam,80,2024-10-12,1728774000,802,Clouds,scattered clouds,03n,296.75,297.75,1009,99,296.75,296.75,1.39,13,33,,,
Ratlam,80,2024-10-13,1728860400,500,Rain,light rain,10n,297.85,298.78,1008,92,297.85,297.85,2.06,21,100,,,
Ratlam,80,2024-10-14,1728864000,500,Rain,light rain,10n,297.44,298.41,1010,95,297.44,297.44,2.04,32,91,1114.00,482.00,542.00
Ratlam,94,2024-10-07,1728342000,802,Clouds,scattered clouds,03n,297.89,298.82,1010,92,297.89,297.89,1.37,34,27,,,
Ratlam,94,2024-10-08,1728428400,803,Clouds,broken clouds,04n,298.07,298.94,1009,89,298.07,298.07,1.95,26,74,,,
Ratlam,94,2024-10-09,1728514800,804,Clouds,overcast clouds,04n,298.39,299.32,1008,90,298.39,298.39,2.33,53,86,,,
Ratlam,94,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,297.73,298.78,1008,97,297.73,297.73,1.85,42,100,,,
Ratlam,94,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.95,297.97,1009,99,296.95,296.95,1.57,25,39,,,
Ratlam,94,2024-10-12,1728774000,802,Clouds,scattered clouds,03n,296.75,297.75,1009,99,296.75,296.75,1.39,13,33,,,
Ratlam,94,2024-10-13,1728860400,500,Rain,light rain,10n,297.85,298.78,1008,92,297.85,297.85,2.06,21,100,,,
Ratlam,94,2024-10-14,1728864000,500,Rain,light rain,10n,297.44,298.41,1010,95,297.44,297.44,2.04,32,91,856.00,353.00,413.00
Ratlam,83,2024-10-07,1728342000,802,Clouds,scattered clouds,03n,297.89,298.82,1010,92,297.89,297.89,1.37,34,27,,,
Ratlam,83,2024-10-08,1728428400,803,Clouds,broken clouds,04n,298.07,298.94,1009,89,298.07,298.07,1.95,26,74,,,
Ratlam,83,2024-10-09,1728514800,804,Clouds,overcast clouds,04n,298.39,299.32,1008,90,298.39,298.39,2.33,53,86,,,
Ratlam,83,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,297.73,298.78,1008,97,297.73,297.73,1.85,42,100,,,
Ratlam,83,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.95,297.97,1009,99,296.95,296.95,1.57,25,39,,,
Ratlam,83,2024-10-12,1728774000,802,Clouds,scattered clouds,03n,296.75,297.75,1009,99,296.75,296.75,1.39,13,33,,,
Ratlam,83,2024-10-13,1728860400,500,Rain,light rain,10n,297.85,298.78,1008,92,297.85,297.85,2.06,21,100,,,
Ratlam,83,2024-10-14,1728864000,500,Rain,light rain,10n,297.44,298.41,1010,95,297.44,297.44,2.04,32,91,946.00,398.00,458.00
Ratlam,50,2024-10-07,1728342000,802,Clouds,scattered clouds,03n,297.89,298.82,1010,92,297.89,297.89,1.37,34,27,,,
Ratlam,50,2024-10-08,1728428400,803,Clouds,broken clouds,04n,298.07,298.94,1009,89,298.07,298.07,1.95,26,74,,,
Ratlam,50,2024-10-09,1728514800,804,Clouds,overcast clouds,04n,298.39,299.32,1008,90,298.39,298.39,2.33,53,86,,,
Ratlam,50,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,297.73,298.78,1008,97,297.73,297.73,1.85,42,100,,,
Ratlam,50,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.95,297.97,1009,99,296.95,296.95,1.57,25,39,,,
Ratlam,50,2024-10-12,1728774000,802,Clouds,scattered clouds,03n,296.75,297.75,1009,99,296.75,296.75,1.39,13,33,,,
Ratlam,50,2024-10-13,1728860400,500,Rain,light rain,10n,297.85,298.78,1008,92,297.85,297.85,2.06,21,100,,,
Ratlam,50,2024-10-14,1728864000,500,Rain,light rain,10n,297.44,298.41,1010,95,297.44,297.44,2.04,32,91,1348.00,599.00,659.00
Ratlam,17,2024-10-07,1728342000,802,Clouds,scattered clouds,03n,297.89,298.82,1010,92,297.89,297.89,1.37,34,27,,,
Ratlam,17,2024-10-08,1728428400,803,Clouds,broken clouds,04n,298.07,298.94,1009,89,298.07,298.07,1.95,26,74,,,
Ratlam,17,2024-10-09,1728514800,804,Clouds,overcast clouds,04n,298.39,299.32,1008,90,298.39,298.39,2.33,53,86,,,
Ratlam,17,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,297.73,298.78,1008,97,297.73,297.73,1.85,42,100,,,
Ratlam,17,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.95,297.97,1009,99,296.95,296.95,1.57,25,39,,,
Ratlam,17,2024-10-12,1728774000,802,Clouds,scattered clouds,03n,296.75,297.75,1009,99,296.75,296.75,1.39,13,33,,,
Ratlam,17,2024-10-13,1728860400,500,Rain,light rain,10n,297.85,298.78,1008,92,297.85,297.85,2.06,21,100,,,
Ratlam,17,2024-10-14,1728864000,500,Rain,light rain,10n,297.44,298.41,1010,95,297.44,297.44,2.04,32,91,1300.00,575.00,635.00
Ratlam,13,2024-10-07,1728342000,802,Clouds,scattered clouds,03n,297.89,298.82,1010,92,297.89,297.89,1.37,34,27,,,
Ratlam,13,2024-10-08,1728428400,803,Clouds,broken clouds,04n,298.07,298.94,1009,89,298.07,298.07,1.95,26,74,,,
Ratlam,13,2024-10-09,1728514800,804,Clouds,overcast clouds,04n,298.39,299.32,1008,90,298.39,298.39,2.33,53,86,,,
Ratlam,13,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,297.73,298.78,1008,97,297.73,297.73,1.85,42,100,,,
Ratlam,13,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.95,297.97,1009,99,296.95,296.95,1.57,25,39,,,
Ratlam,13,2024-10-12,1728774000,802,Clouds,scattered clouds,03n,296.75,297.75,1009,99,296.75,296.75,1.39,13,33,,,
Ratlam,13,2024-10-13,1728860400,500,Rain,light rain,10n,297.85,298.78,1008,92,297.85,297.85,2.06,21,100,,,
Ratlam,13,2024-10-14,1728864000,500,Rain,light rain,10n,297.44,298.41,1010,95,297.44,297.44,2.04,32,91,892.00,371.00,431.00
Ratlam,61,2024-10-07,1728342000,802,Clouds,scattered clouds,03n,297.89,298.82,1010,92,297.89,297.89,1.37,34,27,,,
Ratlam,61,2024-10-08,1728428400,803,Clouds,broken clouds,04n,298.07,298.94,1009,89,298.07,298.07,1.95,26,74,,,
Ratlam,61,2024-10-09,1728514800,804,Clouds,overcast clouds,04n,298.39,299.32,1008,90,298.39,298.39,2.33,53,86,,,
Ratlam,61,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,297.73,298.78,1008,97,297.73,297.73,1.85,42,100,,,
Ratlam,61,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.95,297.97,1009,99,296.95,296.95,1.57,25,39,,,
Ratlam,61,2024-10-12,1728774000,802,Clouds,scattered clouds,03n,296.75,297.75,1009,99,296.75,296.75,1.39,13,33,,,
Ratlam,61,2024-10-13,1728860400,500,Rain,light rain,10n,297.85,298.78,1008,92,297.85,297.85,2.06,21,100,,,
Ratlam,61,2024-10-14,1728864000,500,Rain,light rain,10n,297.44,298.41,1010,95,297.44,297.44,2.04,32,91,1258.00,554.00,614.00
Ratlam,65,2024-10-07,1728342000,802,Clouds,scattered clouds,03n,297.89,298.82,1010,92,297.89,297.89,1.37,34,27,,,
Ratlam,65,2024-10-08,1728428400,803,Clouds,broken clouds,04n,298.07,298.94,1009,89,298.07,298.07,1.95,26,74,,,
Ratlam,65,2024-10-09,1728514800,804,Clouds,overcast clouds,04n,298.39,299.32,1008,90,298.39,298.39,2.33,53,86,,,
Ratlam,65,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,297.73,298.78,1008,97,297.73,297.73,1.85,42,100,,,
Ratlam,65,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.95,297.97,1009,99,296.95,296.95,1.57,25,39,,,
Ratlam,65,2024-10-12,1728774000,802,Clouds,scattered clouds,03n,296.75,297.75,1009,99,296.75,296.75,1.39,13,33,,,
Ratlam,65,2024-10-13,1728860400,500,Rain,light rain,10n,297.85,298.78,1008,92,297.85,297.85,2.06,21,100,,,
Ratlam,65,2024-10-14,1728864000,500,Rain,light rain,10n,297.44,298.41,1010,95,297.44,297.44,2.04,32,91,1066.00,458.00,518.00
Ratlam,115,2024-10-07,1728342000,802,Clouds,scattered clouds,03n,297.89,298.82,1010,92,297.89,297.89,1.37,34,27,,,
